ID,Weight_Ind,Region,Area_type,Household Number,Q203_1,Q207a,Q207b,Q301a_1,Q301a_2,Q301a_3,Q301a_4,Q301a_5,Q301a_6,Q301a_7,Q301a_8,Q303,Q304_1,Q401_1,Q503,Q505b,Q506,Q507,Q601a,Q601b_1,Q1201,Q1202,Q1208,Q1209_1,Q1213,Q1214,Age,Gender,Income,Marital,Banked/Unbanked,Credit,Saving,Remittances,Education,Income_Sources,Age2
70,2635.121461,Greater Accra,Urban,4,Television,Yes,Yes,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Have now,No,,,Bank,Own car,No,10 to 20 minutes,Yes,Bank,No,I received most of my income as money,Most,,GH¢201 - GH¢400 per month,GH¢601 - GH¢800 per month,45,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through other formal (non-bank),Tertiary education,Formally employed Private,41 - 45 yrs
71,2635.121461,Greater Accra,Urban,3,Television,Yes,No,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,DK,Not answered/Missing Data,Have no income,,No income,Don't know,32,Male,No,Married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Dont Know,31 - 35 yrs
72,2635.121461,Greater Accra,Urban,1,Can't remember/ Don't know,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't need it,None of these,,,,No,,No,I received most of my income as money,None,I want to avoid bank charges,Don't know,Don't know,24,Male,Yes,Never married,Excluded,Not borrowing,Not saving,Remiting through family and friends,Primary education,Self employed,21 - 25 yrs
73,4787.36722,Greater Accra,Urban,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,Trotro,No,21 to 30 minutes,No,,Yes,I received most of my income as money,Most,,Below GH¢200 per month,Below GH¢200 per month,68,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through bank,Primary education,Formally employed Private,46+ yrs
74,4787.36722,Greater Accra,Urban,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,No,Under 10 minutes,No,,Yes,I received most of my income as money,All,,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,68,Female,Yes,Widowed,Banked,Credit from bank,Saving at bank,Remitting through other formal (non-bank),Secondary education,Remittance Dependent,46+ yrs
75,4787.36722,Greater Accra,Urban,1,Television,Yes,Yes,Never had,Never had,Used to but no longer have,Never had,Never had,Never had,Never had,Never had,No,,I don't have the time to go to a bank,None of these,Taxi,No,31 to 60 minutes,Yes,At home/secret hiding place,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,21,Female,Yes,Never married,Other formal (non-bank),Credit from family and friends,Saving at home,Remitting through other formal (non-bank),Secondary education,Remittance Dependent,21 - 25 yrs
76,4787.36722,Greater Accra,Urban,3,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,I walk,No,Under 10 minutes,No,,Yes,I received most of my income as money,None,Others Specify,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,54,Female,Yes,Married,Banked,Not borrowing,Saving informally,Remitting through other formal (non-bank),Primary education,Self employed,46+ yrs
77,4787.36722,Greater Accra,Urban,1,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,Under 10 minutes,No,,Yes,I received most of my income as money,All,,Below GH¢200 per month,Below GH¢200 per month,49,Male,Yes,Never married,Banked,Credit from family and friends,Saving at bank,Not remitting,Primary education,Formally employed Private,46+ yrs
78,4787.36722,Greater Accra,Urban,3,Flyers and brochures,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Have now,Have now,No,,,None of these,Trotro,No,31 to 60 minutes,No,,No,I do not receive income,Have no income,,No income,Don't know,22,Female,No,Never married,Banked,Not borrowing,Saving at bank,Remitting through bank,Tertiary education,Remittance Dependent,21 - 25 yrs
79,4787.36722,Greater Accra,Urban,3,Television,Yes,Yes,Have now,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,Under 10 minutes,Yes,Bank,No,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,Below GH¢200 per month,36,Female,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through other formal (non-bank),Secondary education,Self employed,36 - 40 yrs
80,4787.36722,Greater Accra,Urban,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,61,Female,No,Married,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Remittance Dependent,46+ yrs
81,4787.36722,Greater Accra,Urban,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,No,I do not receive income,Have no income,,No income,Below GH¢200 per month,60,Female,No,Married,Other formal (non-bank),Not borrowing,Saving informally,Remitting through other formal (non-bank),Primary education,Remittance Dependent,46+ yrs
82,4787.36722,Greater Accra,Urban,3,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't need it,None of these,,,,No,,Yes,I do not receive income,Have no income,,No income,No income,76,Female,No,Widowed,Other formal (non-bank),Not borrowing,Not saving,Remitting through other formal (non-bank),No formal education,Remittance Dependent,46+ yrs
83,4787.36722,Greater Accra,Urban,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,38,Female,Yes,Married,Informal,Not borrowing,Saving informally,Not remitting,Primary education,Self employed,36 - 40 yrs
84,4787.36722,Greater Accra,Urban,2,Household members,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,52,Female,Yes,Widowed,Excluded,Not borrowing,Not saving,Not remitting,No formal education,Informally employed,46+ yrs
85,2930.728052,Greater Accra,Urban,2,Can't remember/ Don't know,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,31 to 60 minutes,Yes,Bank,Yes,I received most of my income as money,Most,,Below GH¢200 per month,GH¢201 - GH¢400 per month,27,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Remitting through bank,Primary education,Informally employed,26 - 30 yrs
86,2930.728052,Greater Accra,Urban,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Not answered/Missing data,No,,,ATM,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,24,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Not remitting,Tertiary education,Informally employed,21 - 25 yrs
87,2930.728052,Greater Accra,Urban,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Don't know,25,Female,Yes,Never married,Informal,Credit from informal sources,Saving at home,Not remitting,Primary education,Informally employed,21 - 25 yrs
88,2930.728052,Greater Accra,Urban,2,Flyers and brochures,Yes,Yes,Never had,Never had,Not answered/Missing data,Never had,Never had,Never had,Never had,Never had,No,,Not answered/Missing Data,None of these,Taxi,No,Under 10 minutes,No,,Yes,I received most of my income as money,Some,,GH¢601 - GH¢800 per month,GH¢801 - GH¢1000 per month,36,Male,Yes,Married,Excluded,Not borrowing,Not saving,Not remitting,Vocational/Specialised training,Self employed,36 - 40 yrs
89,2930.728052,Greater Accra,Urban,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Taxi,No,21 to 30 minutes,No,,Yes,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,Below GH¢200 per month,53,Male,Yes,Married,Banked,Not borrowing,Saving at bank,Not remitting,No formal education,Self employed,46+ yrs
90,2930.728052,Greater Accra,Urban,1,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,Yes,I received most of my income as money,None,Others Specify,Below GH¢200 per month,Below GH¢200 per month,25,Female,Yes,Never married,Excluded,Not borrowing,Not saving,Not remitting,Primary education,Self employed,21 - 25 yrs
92,2930.728052,Greater Accra,Urban,3,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Have now,Never had,No,,,Bank,Taxi,Yes,21 to 30 minutes,Yes,At home/secret hiding place,No,I do not receive income,Have no income,,No income,Don't know,19,Male,No,Never married,Other formal (non-bank),Not borrowing,Saving at home,Remiting through family and friends,Secondary education,Remittance Dependent,18 - 20 yrs
93,2930.728052,Greater Accra,Urban,2,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I received most of my income as money,None,I prefer getting the money in cash,Below GH¢200 per month,GH¢201 - GH¢400 per month,24,Female,Yes,Married,Excluded,Not borrowing,Saving at home,Not remitting,Primary education,Self employed,21 - 25 yrs
94,2930.728052,Greater Accra,Urban,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,21 to 30 minutes,Yes,Bank,Yes,I received most of my income as money,None,I prefer getting the money in cash,GH¢201 - GH¢400 per month,GH¢201 - GH¢400 per month,33,Female,Yes,Never married,Banked,Credit from informal sources,Saving at bank,Not remitting,Primary education,Formally employed Private,31 - 35 yrs
95,2930.728052,Greater Accra,Urban,6,Television,No,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,No,,No,I do not receive income,None,Others Specify,No income,Don't know,26,Female,No,Never married,Other formal (non-bank),Not borrowing,Saving at home,Remitting through other formal (non-bank),Primary education,Remittance Dependent,26 - 30 yrs
96,2930.728052,Greater Accra,Urban,2,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Have now,No,,,ATM,I walk,Yes,Under 10 minutes,No,,Yes,I received most of my income as money,All,,Below GH¢200 per month,Below GH¢200 per month,38,Male,Yes,Married,Banked,Credit from bank,Saving at bank,Not remitting,Secondary education,Formally employed Private,36 - 40 yrs
97,4438.772569,Greater Accra,Urban,1,Radio,Yes,Yes,Used to but no longer have,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,I walk,Yes,21 to 30 minutes,No,,Yes,I received most of my income as money,Some,,Below GH¢200 per month,Below GH¢200 per month,32,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Remitting through other formal (non-bank),Secondary education,Other Income,31 - 35 yrs
98,4438.772569,Greater Accra,Urban,1,Television,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,None of these,Own car,Yes,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,None,Others Specify,GH¢401 - GH¢600 per month,GH¢401 - GH¢600 per month,37,Female,Yes,Never married,Banked,Not borrowing,Saving at bank,Remitting through other formal (non-bank),Primary education,Self employed,36 - 40 yrs
99,4438.772569,Greater Accra,Urban,7,Television,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,They come to me,,,Yes,Susu collector / group,No,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,GH¢601 - GH¢800 per month,24,Female,Yes,Married,Informal,Credit from informal sources,Saving informally,Not remitting,Primary education,Self employed,21 - 25 yrs
100,4438.772569,Greater Accra,Urban,2,Friends/Colleagues,Yes,Yes,Never had,Never had,Never had,Never had,Never had,Never had,Never had,Never had,No,,I don't have enough money or income,None of these,,,,Yes,At home/secret hiding place,No,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,34,Female,Yes,Married,Other formal (non-bank),Credit from other formal (non-bank),Saving at home,Not remitting,Primary education,Self employed,31 - 35 yrs
101,4438.772569,Greater Accra,Urban,2,Broker /Representative from a financial institution,Yes,Yes,Never had,Never had,Have now,Never had,Never had,Never had,Never had,Never had,No,,,Bank,I walk,No,10 to 20 minutes,Yes,Bank,Yes,I received most of my income as money,None,I want to avoid bank charges,Below GH¢200 per month,Below GH¢200 per month,26,Male,Yes,Never married,Banked,Not borrowing,Saving at bank,Remiting through family and friends,Primary education,Formally employed Private,26 - 30 yrs
103,4438.772569,Greater Accra,Urban,1,Television,Yes,Yes,Never had,Have now,Have now,Never had,Never had,Never had,Never had,Have now,No,,,ATM,Taxi,No,Under 10 minutes,No,,Yes,I received most of my income as money,All,,GH¢801 - GH¢1000 per month,GH¢801 - GH¢1000 per month,25,Male,Yes,Never married,Banked,Credit from other formal (non-bank),Saving at bank,Remitting through bank,Tertiary education,Formally employed Private,21 - 25 yrs
