CIF_NO,CODE_GENDER,NAME_EDUCATION_TYPE,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,ORGANIZATION_TYPE,CNT_CHILDREN,OCCUPATION_TYPE,AMT_INCOME_TOTAL,DAYS_EMPLOYED,CREDIT_LIMIT
73807667,M,Secondary / secondary special,Y,With parents,Business Entity Type 3,0,Drivers,315000,-422,20000000
73006365,M,Higher education,N,House / apartment,Business Entity Type 3,0,Laborers,112500,-3894,30000000
73152303,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Laborers,157500,-951,2000000
73051506,F,Higher education,Y,House / apartment,School,0,Core staff,180000,-6788,80000000
73172004,F,Secondary / secondary special,N,House / apartment,XNA,0,,81000,365243,0
73172013,F,Incomplete higher,N,House / apartment,Business Entity Type 3,0,,135000,-370,30000000
73722874,F,Secondary / secondary special,N,Municipal apartment,XNA,0,,108000,365243,20000000
73090959,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,30000000
73152464,F,Secondary / secondary special,N,House / apartment,XNA,0,,69750,365243,30000000
82723492,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,81000,-535,0
82723509,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Sales staff,112500,-2382,6000000
82751275,M,Secondary / secondary special,Y,With parents,Business Entity Type 2,0,,315000,-633,30000000
79355771,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Cleaning staff,180000,-385,0
82913868,F,Incomplete higher,Y,House / apartment,Business Entity Type 3,0,Accountants,225000,-1450,0
82915855,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Laborers,112500,-273,0
82946497,F,Secondary / secondary special,N,House / apartment,Housing,0,,67500,-4483,80000000
83004247,M,Secondary / secondary special,Y,House / apartment,Trade: type 7,0,Laborers,270000,-499,0
77407051,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,1,Sales staff,157500,-3668,0
83061307,F,Higher education,Y,House / apartment,Bank,1,Core staff,360000,-436,80000000
79687143,F,Secondary / secondary special,N,House / apartment,Industry: type 11,0,Laborers,315000,-1355,0
83069766,F,Higher education,Y,House / apartment,XNA,0,,247500,365243,80000000
83049644,M,Higher education,Y,House / apartment,Business Entity Type 3,0,Managers,765000,-3144,0
78325835,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,166500,-3473,30000000
83071483,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Laborers,157500,-571,0
83104147,F,Secondary / secondary special,Y,House / apartment,XNA,0,,45000,365243,0
82724276,F,Higher education,Y,House / apartment,Kindergarten,1,Core staff,450000,-426,20000000
80040798,F,Secondary / secondary special,N,House / apartment,XNA,0,,90000,365243,30000000
82817230,F,Secondary / secondary special,N,House / apartment,School,0,Core staff,225000,-3282,30000000
82887477,F,Secondary / secondary special,Y,House / apartment,Transport: type 2,2,Laborers,112500,-7540,20000000
79745973,M,Higher education,Y,House / apartment,Transport: type 1,0,,180000,-2672,3000000
82913263,M,Secondary / secondary special,Y,House / apartment,Transport: type 3,0,Drivers,360000,-1342,0
82931427,M,Higher education,N,House / apartment,Business Entity Type 3,2,High skill tech staff,157500,-1281,20000000
82953140,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,247500,-639,0
73152483,M,Secondary / secondary special,Y,House / apartment,Agriculture,0,Drivers,112500,-5136,30000000
73171341,F,Higher education,Y,House / apartment,Business Entity Type 3,0,High skill tech staff,630000,-1481,0
73313032,F,Higher education,N,With parents,Business Entity Type 3,0,,121500,-107,6000000
73051821,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,2,Drivers,180000,-819,4000000
73042837,M,Secondary / secondary special,Y,House / apartment,Industry: type 3,2,Drivers,292500,-1559,80000000
73509203,F,Secondary / secondary special,Y,House / apartment,Housing,0,Secretaries,99000,-4145,6000000
73006010,M,Higher education,Y,House / apartment,Self-employed,0,Core staff,247500,-365,20000000
73006053,F,Higher education,N,House / apartment,Transport: type 4,0,High skill tech staff,90000,-1228,10000000
73017177,F,Secondary / secondary special,Y,House / apartment,Other,1,Sales staff,153000,-497,0
74892183,M,Secondary / secondary special,N,With parents,Business Entity Type 3,2,Laborers,180000,-638,60000000
73058838,M,Higher education,Y,House / apartment,Police,2,Core staff,405000,-6158,90000000
73058897,M,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,80000000
73722916,M,Secondary / secondary special,Y,Municipal apartment,Business Entity Type 2,0,Drivers,225000,-687,0
73722926,M,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,60000000
73041043,F,Secondary / secondary special,Y,House / apartment,Medicine,0,Medicine staff,144000,-2998,80000000
73900280,F,Secondary / secondary special,Y,House / apartment,Police,0,Cleaning staff,81000,-2784,30000000
74131067,F,Secondary / secondary special,N,House / apartment,XNA,0,,270000,365243,4000000
74432396,F,Secondary / secondary special,Y,House / apartment,XNA,0,,202500,365243,5000000
73265280,F,Secondary / secondary special,Y,Municipal apartment,XNA,0,,81000,365243,30000000
74432446,M,Higher education,Y,House / apartment,Business Entity Type 3,0,Sales staff,315000,-1496,30000000
74565980,M,Secondary / secondary special,Y,House / apartment,Police,0,Core staff,180000,-220,20000000
73221409,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,6000000
74717057,F,Higher education,N,House / apartment,Government,0,Security staff,157500,-3632,30000000
74717063,F,Incomplete higher,Y,House / apartment,Business Entity Type 3,0,Cleaning staff,81000,-422,30000000
82976343,M,Incomplete higher,Y,House / apartment,Industry: type 3,0,Drivers,112500,-1897,30000000
76476190,F,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,Managers,180000,-4073,20000000
82049600,M,Higher education,N,House / apartment,Self-employed,1,Managers,450000,-5545,20000000
82077868,F,Secondary / secondary special,Y,House / apartment,Medicine,2,Medicine staff,135000,-1865,0
81891120,M,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,30000000
82233691,F,Secondary / secondary special,Y,House / apartment,Self-employed,0,Sales staff,112500,-4048,80000000
82232302,F,Secondary / secondary special,Y,House / apartment,Self-employed,2,Sales staff,112500,-2418,0
82314728,F,Secondary / secondary special,Y,House / apartment,Hotel,0,Core staff,180000,-879,0
82346706,F,Secondary / secondary special,N,House / apartment,Government,0,Sales staff,135000,-1765,30000000
82427153,F,Secondary / secondary special,Y,House / apartment,XNA,0,,112500,365243,0
82430536,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,3,Sales staff,54000,-2191,0
82438641,M,Higher education,N,Municipal apartment,Business Entity Type 3,0,Managers,450000,-2299,50000000
78677383,F,Higher education,Y,House / apartment,Self-employed,0,High skill tech staff,472500,-1251,0
82541161,M,Secondary / secondary special,Y,House / apartment,Other,0,Laborers,112500,-136,80000000
82553039,F,Higher education,Y,House / apartment,Kindergarten,2,Core staff,90000,-2850,0
82557319,F,Higher education,N,House / apartment,Postal,1,Managers,67500,-4971,0
82557444,F,Higher education,Y,House / apartment,Self-employed,0,Drivers,90000,-2082,0
80284908,M,Secondary / secondary special,Y,House / apartment,Government,0,Laborers,180000,-936,0
82923578,F,Secondary / secondary special,Y,House / apartment,Other,1,Core staff,90000,-296,20000000
82960303,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Laborers,157500,-6684,0
83014127,F,Secondary / secondary special,N,House / apartment,Government,0,Secretaries,90000,-1276,0
83040566,F,Secondary / secondary special,Y,House / apartment,Self-employed,1,Sales staff,157500,-3879,0
83086719,F,Secondary / secondary special,Y,Municipal apartment,Other,1,Medicine staff,202500,-1565,80000000
79730031,F,Secondary / secondary special,Y,House / apartment,Industry: type 9,0,,112500,-4690,30000000
82571090,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,112500,-2418,20000000
74717066,F,Secondary / secondary special,Y,House / apartment,XNA,1,,67500,365243,30000000
74717080,M,Secondary / secondary special,Y,House / apartment,Industry: type 9,0,High skill tech staff,81000,-609,0
74625220,F,Secondary / secondary special,Y,House / apartment,XNA,0,,40500,365243,80000000
73113616,F,Secondary / secondary special,Y,House / apartment,XNA,0,,135000,365243,6000000
73022804,F,Secondary / secondary special,N,House / apartment,Medicine,0,Cooking staff,148500,-6991,30000000
73037512,F,Secondary / secondary special,Y,House / apartment,XNA,0,,144000,365243,0
73059097,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,2,Sales staff,202500,-3158,1000000
73103322,F,Higher education,Y,House / apartment,Business Entity Type 1,0,Laborers,157500,-5544,20000000
73103363,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,144000,-10988,6000000
73103358,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,,171000,-2046,80000000
73103361,M,Higher education,N,House / apartment,Business Entity Type 3,2,,247500,-3298,30000000
73172436,M,Higher education,Y,House / apartment,Other,3,Managers,607500,-3269,4000000
73172199,F,Higher education,Y,House / apartment,Transport: type 2,2,Core staff,135000,-3443,20000000
73722778,M,Secondary / secondary special,Y,House / apartment,Other,1,Drivers,211500,-914,0
74597217,F,Higher education,Y,House / apartment,Trade: type 2,0,Core staff,211500,-728,60000000
73006430,F,Secondary / secondary special,N,House / apartment,XNA,0,,90000,365243,0
73006433,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Drivers,270000,-459,0
73006435,F,Higher education,N,Rented apartment,Business Entity Type 3,0,,315000,-157,0
73006437,F,Secondary / secondary special,Y,House / apartment,School,0,Core staff,252000,-2134,10000000
73006444,M,Secondary / secondary special,N,House / apartment,Business Entity Type 2,0,Laborers,111919.5,-8001,0
73005117,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,0
73005193,M,Secondary / secondary special,N,House / apartment,Self-employed,0,Drivers,112500,-819,0
73552164,M,Secondary / secondary special,N,House / apartment,Business Entity Type 2,0,Laborers,135000,-5452,0
82796231,F,Secondary / secondary special,N,House / apartment,Trade: type 3,0,Laborers,81000,-474,20000000
82856651,F,Secondary / secondary special,N,House / apartment,XNA,0,,112500,365243,0
82854309,M,Higher education,Y,House / apartment,Transport: type 4,0,Managers,450000,-663,0
82857062,F,Higher education,Y,House / apartment,Business Entity Type 2,0,,225000,-3880,20000000
82917173,F,Secondary / secondary special,Y,House / apartment,Services,1,Laborers,112500,-392,30000000
82908072,M,Secondary / secondary special,Y,House / apartment,Self-employed,1,Laborers,135000,-519,0
82998939,M,Higher education,Y,House / apartment,Business Entity Type 3,0,Managers,405000,-2015,0
79345129,M,Higher education,N,House / apartment,Electricity,0,Managers,450000,-2652,0
83033379,F,Higher education,Y,House / apartment,Self-employed,0,Accountants,405000,-362,30000000
83060085,M,Secondary / secondary special,Y,House / apartment,Other,1,Laborers,225000,-304,0
82503538,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,1,Drivers,112500,-151,0
82503126,F,Secondary / secondary special,Y,With parents,Business Entity Type 3,1,Laborers,90000,-5348,0
82564082,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,90000,-189,60000000
81027076,M,Secondary / secondary special,N,House / apartment,Business Entity Type 3,0,IT staff,450000,-1444,30000000
82653290,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,180000,-9542,20000000
82667598,F,Secondary / secondary special,Y,Office apartment,Medicine,0,Medicine staff,112500,-890,80000000
82666540,M,Secondary / secondary special,N,House / apartment,Security,1,Security staff,270000,-651,10000000
82682681,F,Secondary / secondary special,Y,House / apartment,XNA,0,,58500,365243,30000000
79383764,M,Secondary / secondary special,N,House / apartment,XNA,0,,121500,365243,0
82709719,F,Higher education,N,House / apartment,Other,1,Core staff,270000,-435,0
82801475,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Laborers,90000,-3953,80000000
82806274,M,Secondary / secondary special,N,House / apartment,Security,0,Security staff,135000,-2354,0
82915288,M,Secondary / secondary special,N,With parents,Self-employed,0,Drivers,193500,-644,20000000
78712730,F,Higher education,Y,House / apartment,University,3,Core staff,450000,-892,30000000
82914706,F,Higher education,Y,House / apartment,Self-employed,0,,270000,-2593,5000000
73113675,F,Secondary / secondary special,N,House / apartment,Medicine,1,,112500,-2298,20000000
73171565,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Sales staff,450000,-2190,10000000
73222251,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 2,0,Low-skill Laborers,135000,-401,0
74596651,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,112500,-1544,10000000
73006701,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,225000,-1210,80000000
73058656,F,Secondary / secondary special,N,Municipal apartment,Business Entity Type 3,0,Laborers,202500,-4322,6000000
73175884,M,Higher education,N,House / apartment,Electricity,1,Laborers,247500,-1870,30000000
73265272,F,Higher education,Y,Municipal apartment,Kindergarten,0,Core staff,202500,-3159,20000000
74131192,F,Secondary / secondary special,Y,House / apartment,XNA,0,,189000,365243,0
73103399,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Core staff,157500,-206,20000000
74565450,M,Secondary / secondary special,Y,House / apartment,Transport: type 1,3,Security staff,225000,-3723,10000000
73267019,M,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,112500,-1977,0
73082016,M,Secondary / secondary special,N,With parents,Trade: type 2,1,Sales staff,202500,-139,30000000
73639630,F,Higher education,Y,House / apartment,Trade: type 3,0,Managers,450000,-2569,20000000
73016617,F,Secondary / secondary special,Y,House / apartment,XNA,0,,90000,365243,80000000
74489458,F,Secondary / secondary special,N,House / apartment,Self-employed,0,Sales staff,85500,-1563,20000000
74489461,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,,180000,-7364,0
74819061,M,Higher education,Y,House / apartment,XNA,0,,270000,365243,0
74697741,F,Secondary / secondary special,Y,House / apartment,Business Entity Type 3,0,Laborers,157500,-900,10000000
